ABG,2013-01-02,19.5,19.5,19.1,19.4,5500,0
EEI,2013-01-02,10.3,10.3,10.1,10.22,1372000,1278420
HLCM,2013-01-02,14,14,13.8,13.8,2300,0
LRI,2013-01-02,11.64,11.64,11.02,11.48,1648100,-142876
MMI,2013-01-02,5.85,6.47,5.85,6.4,400000,1899
MWIDE,2013-01-02,18.4,18.7,18.4,18.52,451700,6268582
PHN,2013-01-02,11,11.78,11,11.78,17800,0
VUL,2013-01-02,1.45,1.5,1.41,1.45,1218000,0
COAT,2013-01-02,2.95,2.95,2.9,2.94,161000,76470
EURO,2013-01-02,1.81,1.81,1.8,1.8,9000,0
LMG,2013-01-02,1.89,1.89,1.85,1.88,29000,0
MIH,2013-01-02,12.06,12.58,12,12.38,139600,0
MIHB,2013-01-02,12.3,12.5,12.3,12.5,24400,3708
CHIPS,2013-01-02,25.7,27,25.7,26.8,29800,140480
GREEN,2013-01-02,0.022,0.022,0.021,0.022,48200000,0
IMI,2013-01-02,3.95,3.96,3.95,3.96,3000,0
SPH,2013-01-02,1.71,1.71,1.71,1.71,1000,0
^HOLDING,2013-01-02,5148.74,5219.44,5135.91,5219.44,1024401,166201
ABA,2013-01-02,0.69,0.69,0.67,0.68,2331000,0
AEV,2013-01-02,52.9,53.1,52.85,52.9,477050,-11253515
APM,2013-01-02,0.145,0.146,0.142,0.143,67790000,-14400
AGI,2013-01-02,16.74,16.9,16.7,16.84,8215700,30691706
APO,2013-01-02,2.16,2.3,2.16,2.23,8360000,57730
ANS,2013-01-02,5.2,5.24,5.18,5.24,43200,0
AAA,2013-01-02,4.9,5,4.85,5,23000,0
ATN,2013-01-02,0.99,0.99,0.99,0.99,5000,0
ATNB,2013-01-02,0.95,0.97,0.9,0.97,353000,0
AC,2013-01-02,517,526.5,516,526,332320,58647740
DMC,2013-01-02,53.95,55,53.95,54.8,786500,1478263
FJP,2013-01-02,3.06,3.06,3.06,3.06,1000,0
FDC,2013-01-02,4.89,4.89,4.8,4.83,203000,832030
FPI,2013-01-02,0.245,0.245,0.245,0.245,10000,0
GTCAP,2013-01-02,631,655.5,631,654,228730,54668755
HI,2013-01-02,6.3,6.4,6.3,6.4,30500,0
JGS,2013-01-02,39.7,39.9,39.65,39.85,465500,8740160
JOH,2013-01-02,7.2,7.2,7,7,15000,0
KPH,2013-01-02,4.6,4.6,4.6,4.6,2000,0
LIHC,2013-01-02,0.99,0.99,0.96,0.97,1366000,0
LPZ,2013-01-02,6.28,6.39,6.28,6.33,1301800,-1036762
MHC,2013-01-02,0.395,0.395,0.395,0.395,40000,0
MARC,2013-01-02,1.8,1.9,1.8,1.88,1756000,0
MPI,2013-01-02,4.43,4.66,4.43,4.59,27600000,37540690
MIC,2013-01-02,5.96,5.97,5.95,5.97,270000,0
MJIC,2013-01-02,5.74,6.05,5.74,6.01,3800,0
PA,2013-01-02,0.05,0.05,0.05,0.05,100000,0
PRIM,2013-01-02,1.29,1.3,1.29,1.3,13000,0
POPI,2013-01-02,0.57,0.58,0.55,0.55,131000,0
SINO,2013-01-02,0.315,0.315,0.315,0.315,90000,0
SM,2013-01-02,875,900,875,900,341800,-14300985
SGI,2013-01-02,2.05,2.05,1.98,2.03,68000,0
SOC,2013-01-02,1.05,1.15,1.04,1.13,848000,0
WIN,2013-01-02,0.3,0.305,0.295,0.305,1110000,150000
ZHI,2013-01-02,0.35,0.355,0.35,0.355,20000,0
^PROPERTY,2013-01-02,2302.08,2330.71,2302.08,2307.44,591095,12290
BRN,2013-01-02,3,3.1,3,3.1,1437000,452500
ARA,2013-01-02,0.79,0.83,0.78,0.78,128000,0
ALI,2013-01-02,26.45,26.95,26.45,26.65,5806500,32090405
BEL,2013-01-02,4.86,4.9,4.84,4.84,2760000,-7885990
CHI,2013-01-02,4.1,4.16,4.03,4.16,27000,0
CPG,2013-01-02,1.5,1.5,1.46,1.46,23653000,27341680
LAND,2013-01-02,2.36,2.36,2.36,2.36,5000,0
CDC,2013-01-02,1.12,1.12,1.12,1.12,1000,0
CEI,2013-01-02,0.062,0.068,0.062,0.068,110000,0
CYBR,2013-01-02,0.79,0.81,0.79,0.81,889000,2370
ELI,2013-01-02,0.99,1.03,0.99,1.03,11264000,-20200
EVER,2013-01-02,0.405,0.42,0.405,0.41,4370000,0
FLI,2013-01-02,1.49,1.54,1.49,1.54,5072000,4439220
GERI,2013-01-02,1.92,1.95,1.89,1.95,408000,-328200
HP,2013-01-02,1.99,1.99,1.99,1.99,21000,0
KEP,2013-01-02,2.25,2.25,2.25,2.25,7000,0
MEG,2013-01-02,2.78,2.81,2.78,2.79,20950000,-3306760
MRC,2013-01-02,0.152,0.153,0.15,0.15,9770000,145500
PHES,2013-01-02,0.68,0.69,0.66,0.67,1608000,0
PRMX,2013-01-02,3.55,3.6,3.54,3.54,395000,0
RLC,2013-01-02,21,21.05,20.75,20.75,1405000,-5281955
ROCK,2013-01-02,2.4,2.65,2.4,2.49,407000,0
SHNG,2013-01-02,3.07,3.07,3.05,3.07,105000,0
SMDC,2013-01-02,5.9,5.97,5.88,5.97,238100,1076220
SMPH,2013-01-02,16.4,16.76,16.1,16.2,5917100,-41715188
SLI,2013-01-02,0.66,0.66,0.66,0.66,51000,0
STR,2013-01-02,3.88,3.94,3.88,3.94,31000,0
SUN,2013-01-02,0.54,0.54,0.54,0.54,5000,-2700
VLL,2013-01-02,4.86,4.94,4.82,4.87,5474000,5283340
^SERVICE,2013-01-02,1724.98,1753.85,1724.45,1746.52,694964,-66453
ABS,2013-01-02,34,37,34,37,474200,0
GMA7,2013-01-02,9.18,9.5,9.18,9.5,616000,0
MB,2013-01-02,0.73,0.82,0.7,0.76,462000,0
GLO,2013-01-02,1092,1093,1089,1089,164760,-6739900
LIB,2013-01-02,2.3,2.4,2.3,2.4,6000,0
TEL,2013-01-02,2530,2570,2530,2560,38490,-12759310
DFNN,2013-01-02,4.7,4.75,4.7,4.75,20000,94840
CLOUD,2013-01-02,3.4,3.4,3.21,3.39,63000,0
IP,2013-01-02,0.59,0.6,0.58,0.6,873000,85500
IS,2013-01-02,0.047,0.053,0.047,0.053,1200000,0
ISM,2013-01-02,2.45,2.5,2.28,2.5,13000,-2500
WEB,2013-01-02,12.56,12.7,12.5,12.7,1885800,-11197998
TSI,2013-01-02,7.45,8.1,7.42,8,680800,-95200
YEHEY,2013-01-02,1.25,1.3,1.25,1.26,135000,0
2GO,2013-01-02,1.63,1.67,1.63,1.67,2000,0
CEB,2013-01-02,61.9,63,61.9,62.7,159320,3011927
ICT,2013-01-02,74.2,76.2,74.2,75.55,414950,11019918
ACE,2013-01-02,1.2,1.34,1.2,1.28,89000,-13000
BHI,2013-01-02,0.133,0.135,0.132,0.135,15670000,0
WPI,2013-01-02,0.4,0.41,0.4,0.41,40000,-4000
IPO,2013-01-02,8.6,9.3,8.6,9.3,10000,0
BLOOM,2013-01-02,13.2,13.7,13.2,13.58,6610800,-31208294
EG,2013-01-02,0.026,0.027,0.025,0.026,51300000,0
LR,2013-01-02,8.2,8.37,8.2,8.3,1109600,-41650
MJC,2013-01-02,2.74,2.8,2.74,2.8,601000,0
LOTO,2013-01-02,14.1,14.1,14,14.1,17800,0
PRC,2013-01-02,9.5,9.55,9.5,9.55,2000,-18145
PHA,2013-01-02,0.33,0.33,0.315,0.315,330000,0
SEVN,2013-01-02,93,93,92.8,93,960,0
CAL,2013-01-02,4.03,4.03,3.9,3.94,357000,11900
PGOLD,2013-01-02,32.95,32.95,32.3,32.3,1603500,-22130325
APC,2013-01-02,0.83,0.83,0.82,0.82,918000,0
ECP,2013-01-02,2.58,2.58,2.56,2.56,9000,0
PAX,2013-01-02,3,3.05,3,3,326000,0
STI,2013-01-02,1.02,1.06,1.02,1.04,16194000,3532990
^MINING-OIL,2013-01-02,19443.51,19668.12,19425.79,19602.31,403210,83502
AR,2013-01-02,0.0055,0.0056,0.0055,0.0056,35000000,-16800
AT,2013-01-02,18.7,19.28,18.7,19.28,2162900,7637002
AB,2013-01-02,19.62,21.5,19.62,21.5,7400,0
BCB,2013-01-02,18,18,18,18,600,0
CPM,2013-01-02,0.85,0.85,0.84,0.85,1005000,0
COAL,2013-01-02,1.02,1.03,1.02,1.02,8642000,61200
DIZ,2013-01-02,15.32,15.5,15,15.2,33000,0
GEO,2013-01-02,0.52,0.52,0.51,0.51,483000,0
LC,2013-01-02,1,1.02,0.99,1.01,20762000,0
LCB,2013-01-02,1.08,1.13,1.08,1.13,5272000,1464280
MA,2013-01-02,0.06,0.061,0.058,0.058,86360000,0
MAB,2013-01-02,0.06,0.061,0.06,0.061,50010000,0
NIKL,2013-01-02,16.1,16.32,16.1,16.32,88800,0
NI,2013-01-02,5.11,5.3,5,5.17,93000,0
OM,2013-01-02,0.51,0.56,0.51,0.56,58000,0
ORE,2013-01-02,3.16,3.3,3.16,3.3,429000,25680
PX,2013-01-02,14.98,15.14,14.92,15,2550200,-182450
SCC,2013-01-02,234,235,233.4,234.8,832440,69691838
UPM,2013-01-02,0.018,0.018,0.018,0.018,344500000,0
BSC,2013-01-02,0.27,0.295,0.27,0.28,18970000,0
OPM,2013-01-02,0.02,0.021,0.02,0.02,606300000,0
OPMB,2013-01-02,0.021,0.022,0.021,0.021,60900000,0
PXP,2013-01-02,30,30,29.05,29.05,62800,209220
OV,2013-01-02,0.04,0.042,0.04,0.042,446200000,4612900
^PSEi,2013-01-02,5810.47,5860.99,5808.94,5860.99,4350154,199623
^ALLSHARES,2013-01-02,3698.48,3726.79,3698.48,3726.79,0,0
RPL,2013-01-02,8.5,8.5,8.01,8.5,7800,0
ACPA,2013-01-02,524,525,524,525,750,0
FGENG,2013-01-02,103.5,103.5,103.5,103.5,8250,0
FPHP,2013-01-02,104,104.5,104,104.5,14000,0
PPREF,2013-01-02,108.2,108.4,107.6,108.4,10600,353188
SMC2A,2013-01-02,74.9,75,74.9,75,26400,-1743750
SMC2C,2013-01-02,75,75,74.5,74.5,74660,746000
PFP,2013-01-02,1015,1015,1015,1015,100,0
ABSP,2013-01-02,34,37.5,33.95,37.5,1766300,11746380
GMAP,2013-01-02,9.4,9.58,9.4,9.5,8493500,471350
MEGW1,2013-01-02,1.72,1.76,1.72,1.76,88000,-1720
MEGW2,2013-01-02,1.78,1.78,1.78,1.78,50000,0
